text,translation,num_words,author,source,page,line
"Lisouf-la té ka vlopé fidji’w, ka pitjé nen’w akwèdi alkali dépi ou té bòdé.","Les émanations de souffre vous agressaient, vous piquaient le nez dès que vous vous",19,T. Léotin,L. L.,21,2
"Si Lasous pa té ka chanté, i té ké an moun maléré kon lapiè pou lakantité alkol ka désann an lestomak-li.","Si Lasous ne chantait pas, il serait malheureux comme la pierre vu la quantitéd’alcool  qu’il ingurgite.",11,H.Atine,Antilla. K.n°13,21,8
"An tan éleksion, wonm sirkilé pa barik a rann tout jan Matinik alkolik.","A l’époque des élections, le rhum circule par barriques à travers la Martinique jusqu’à rendre",13,M.-TH. Lung-Fou,P. D.,21,13
Magré yo té ni bel chien alman ka ranniflé toupatou.,Bien qu'ils aient de beaux chiens allemands qui reniflaient partout.,10,,,21,23
"Alo, Vensan, vwa moun-la té ni an manniè rak.","Allo, Vincent, la voix de la personne était un peu âpre.",14,I. et H. Cadoré,Vln.,21,30
Alò neg Fongrantans-lan anni wè.,Alors l'homme de Fond Grand-Anse vit.,10,R. Confiant,K.Y.,21,34
Sé fanm-tala sé anni asou alokasion yo ka viv.,Ces femmes ne vivent que des allocations.,9,,,21,39
Lasékirité mandé sé alokatè-a vini jòdi-a.,La sécurité sociale a demandé aux allocataires de venir aujourd’hui.,6,,,21,43
"Poutoutbon, Féfé vini épi panama'y anlè tet-li ek jilé alpaga blan'y.","Et vrai de vrai, Féfé est venu avec son panama sur la tête et son gilet d'alpaga blanc.",11,R. Confiant,Maris.,21,47
Sa ki ni alpagat.,Ceux qui portent des sandales.,7,G. Gratiant,F.K.Z.,21,52
Dé alpinis ped lavi-yo yè oswè adan montàn-la.,Deux alpinistes ont perdu la vie hier soir dans la montagne.,8,,,21,57
Chak model niyaj ka viv kò’y adan an wotè oben an altitid ki ta’y menm.,Chaque type de nuage évolue à une hauteur ou à une altitude qui lui est propre.,15,S. Restog,Lam.,22,5
I pa sé pé dot ki an alvantis.,Il ne pouvait pas être autre chose qu'un adventiste.,12,G. Mauvois,M.M.,22,10
I kontan i touvé an amak pou dòmi.,Il est content car il a trouvé un hamac pour dormir.,8,,,22,15
"I té ka sanblé épi dot  amatè, jenn manmay kon’y menm.",(G.H Léotin. M.L.),12,,,22,20
"Lè ami ké rivé, zot ké bo’y.","Quand votre beau-père arrivera , vous l’embrasserez.",7,,,22,34
Manman-mwen pa té lé yo té opéré mwen di amidal.,Ma mère ne voulait pas qu’on m’opère des amygdales.,10,,,22,38
Fòk nou sonjé amioré kò-nou.,Il faut penser à nous améliorer.,12,G. Mauvois,D. J.,22,45
I té pou amiyonnen soufwans-li tou yonn.,Il devait apprivoiser sa douleur tout seul.,12,I et H. Cadoré,Vln.,22,49
Té ni ayen ki amiz-gel pou manjé.,Il n’y avait que des amuse-gueule en guise de repas.,7,,,22,53
Zot ka jwé yon jé amizan.,Vous jouez à un jeu amusant.,11,F. Marbot,Bamb.,22,57
Tout plant yo ké menyen ké pòté amotchay.,Toutes les plantes qu'elles toucheront porteront en abondance.,12,H. Atine,A.S.D.,22,61
"Si mwen tonbé, mwen ni bon amòtisè.","Au cas où je tombe, j'ai de bons amortisseurs.",13,J-F. Liénafa,M. M.,23,10
Amwens an ti répi ant dé travay.,A moins d’un petit répit entre deux tâches.,12,G. Gratiant,F.K.Z.,23,19
Yo ka montré'w an mòso twotwa épi lari.,On vous montre un pan de trottoir et de rue.,12,G. Mauvois,M.M.,23,26
"Manmay, an mitan tè, ni gran van.","Amis, dans l'intérieur des terres, il y a grand vent.",13,T. Léotin,L.L.,23,32
Kidonk Liniz té fè déviran-an évè yo.,Lunise avait donc fait le retour avec eux.,13,G-H. Léotin,M.L.,23,39
. Kisiswa pwa-a i ni an.,Quel que soit son poids.,9,R. Confiant,M.F.,23,44
Matiren ki té ka abiyé an chinpontonng.,Mathurin qui s'habillait en haillons.,11,R. Confiant,K.Y.,23,50
"Men sa ki Ti-Poulet, an ?",Mais qui est donc Petite Poulette ?,9,T. Léotin,A.T.Z.,23,57
Man ka pwan an tonm ki ni senk an.,Je choisis une tombe vieille de cinq ans.,9,R. Confiant,M. F.,23,63
Man té lé touvé an analiz ki ka gadé lespri sé répons-tala.,J'ai essayé de trouver une analyse qui conserve l'esprit de ces réponses.,18,H. Atine,A.S.D.,23,69
Nou pòkò pé analizé sitiyasion-an.,Nous ne pouvons pas encore analyser la situation.,5,,,23,74
"An-an ! Loret entèvienn, pa adan kay-mwen ou  kay lévé pies ladjè épi pèsonn, misié Wozalien an !","Non ! intervint Lorette. Monsieur Rosalien, ce n’est pas chez moi que vous vousdisputerez avec qui que ce soit.",10,R. Confiant,K.Y.,24,4
"Lè i té étidian, i té adan an gwoup anarchis.","Quand il était étudiant, il fréquentait un groupe anarchiste.",10,,,24,10
Pi gran yich-li sé Anatol yo té ka kriyé’y.,Son fils aîné s’appelait Anatole.,9,,,24,14
"Si nou pa débouyé kò-nou, mété kò-nou anba menm bonnet-la.",Si nous ne nous dépêchons pas de nous ranger sous la même bannière.,15,S. Restog,M.D.,24,20
Ou ké wè ki manniè tibolonm-tala anba.,Tu verras à quel point ce gamin est sournois.,7,,,24,26
I ka fè konmes zeb anba-fey.,Il fait le commerce de marijuana de manière clandestine.,6,,,24,36
"An fon kay-la, nou té ka tann wach moun ka palé anba-fey.","Au fond de la maison, nous entendions des gens parler à bas bruit.",16,G-H. Léotin,M.L.,24,41
Pas chenn sé zafè nou sav ka anbaglé.,Parce que les chaînes sont des choses que nous savons lier.,8,,,24,45
Poutji ou raché anbalaj-la ?,Pourquoi avez-vous déchiré l’emballage ?,5,,,24,51
I anbalé mòso viann-lan ba mwen afos i wè man té égri.,Elle m’a emballé le morceau de viande tellement elle a vu que j’étais furieux.,12,,,24,58
An menm tan ou ka wè an ti brid léjè ka tjenbé an chouval anbalé.,"En même temps, on aperçoit une bride légère qui retient un cheval emballé.",18,G.Mauvois,Ant.,24,64
"Patjé anbarasan'y lan, ki dwet té two lou pou konsians-li.",Cet embarrassant paquet sans doute trop lourd pour sa conscience.,16,T. Léotin,L. E.,24,68
Anbasadè ris la rifizé ba anbasadè méritjen an lanmen.,L’ambassadeur russe a refusé de serrer la main de l’ambassadeur américain.,9,,,25,6
"A, bwi-tala anbétan kanmenm.","Ah, ce bruit est tout de même embêtant.",8,G. Mauvois,M.M.,25,22
Manniè Sésil ki ka anbété mwen.,Je suis embêté par les manières de Cécile.,12,G. Mauvois,M.M.,25,26
Ki té ka kouri asi nou an ti jan anbié.,Qui s’approchait de nous en courant de biais.,16,J-M. Le Clézio,Paw.,25,30
Frè-mwen an té anbilansié adan an lopital Pari.,Mon frère était ambulancier dans un hôpital parisien.,8,,,25,36
Pa ni boug ki pli anbisié ki Joj !,Il n’y a pas plus ambitieux que Georges !,9,,,25,40
Sé la sé politisien gwo-tjap la té ka vini anboché mové sijé.,C'est à cet endroit que les politiciens bourgeois venaient embaucher les voyous.,17,G-H. Léotin,M.L.,25,49
Anbonnè Wozalien déviré lasimenn apré a.,Heureusement que Rosalien est revenu la semaine d'après.,11,R. Confiant,K.Y.,25,53
Zot ni tjilomet anboutéyaj aprézan.,Vous avez maintenant des kilomètres d’embouteillages.,14,Gwoup Rasin Kas,L. K. T.,25,58
Papa Jéra montré’y ki manniè pou anbrélé zen.,Le père de Gérard lui enseigna la façon d’enfiler les hameçons.,8,,,25,62
Motè-a mò avan i ni tan anbréyé.,Le moteur s’est éteint avant qu’il n’ait eu le temps d’embrayer.,7,,,26,4
Fok ou fè yo gadé anbréyaj loto’w la.,Il faut que tu fasses examiner l’embrayage de ta voiture.,8,,,26,8
Jwanes ka vréyé pié men ni anchay dot moun ki sé voudré fè kon'y.,Johannes proteste mais il y en a beaucoup qui aurait aimé faire comme lui.,14,R. Confiant,K.Y.,26,12
Pas mal-tala sé an fowm anchénaj.,Parce que ce mal est une forme d'enchaînement.,12,H. Atine,A.S.D.,26,18
I té anchouké yonn-dé vié lidé nan kabech ti fi-a.,Elle avait enfoncé de mauvaises pensées dans l'esprit de la jeune fille.,16,R. Confiant,K.Y.,26,24
Pa di mwen ou ni lentansion andété kò’w pou genyen an téren !,Ne me dis pas que tu as l’intention de t’endetter pour acheter un terrain !,13,Gwoup Rasin Kas,L. K. T.,26,37
Kon nou ka vini andèvé’y épi bagay nou ka swété sans av.,Comme quand nous venons l’embêter avec des choses que nous souhaitons sans en,17,G. Mauvois,D. J.,26,42
I pa té jen vréyajé andéwò Matinik.,Il n'avait jamais voyagé hors de la Martinique.,13,R. Confiant,K.Y.,26,50
Pou ou pa wè andidan maché-a.,Afin qu'on ne voie pas à l'intérieur du marché.,10,G. Mauvois,M.M.,26,65
"Ba sa ki mitilé, ba andikapé.","Pour ceux qui sont mutilés, pour les handicapés.",12,M. Lebielle,F. N.,27,11
Andiré ni an moun dèyè lapot-la.,On dirait qu'il y a quelqu'un derrière la porte.,11,I. Césaire,Enf. pas.,27,26
Yo di mwen sé andjandjanfoudjan Jilbè ka rété,On m’a dit que Gilbert habite au diable-vauvert.,8,,,27,30
Papa Joj fouté’y yan kalté andjélad lè i krazé loto-a.,Le père de Georges lui a passé une sacrée engueulade après qu’il a abimé la voiture.,10,,,27,35
"Pou lapéti'w, man key fè moun andjélé mwen dapré'w ?",Tu penses que j'accepterai qu'on m'engueule à cause de toi ?,16,G. Mauvois,M.M.,27,40
Ou pa las andoktrinen moun !,Tu n’en as pas assez d’endoctriner les gens !,6,,,27,46
Mwen andwa sav sa i lé.,Je suis en droit de savoir ce qu'il veut.,13,I. Césaire,Enf. pas.,27,52
Yo andwa sav sa yo wè ya.,Il savent bien ce qu’ils ont vu.,13,T. Léotin,A.T.Z.,27,58
Anémomet pou miziré vites van-an.,Des anémomètres afin de mesurer la vitesse du vent.,8,S. Restog,Lam.,27,62
Sé wou yonn ki pòkò anfalé ayen.,C'est toi seul qui n'a encore rien avalé.,15,R. Confiant,K.Y.,27,66
"Menm jou i anfanté, i akouché !","Le même jour où elle enfanta, elle accoucha !",16,J. Laurent et I. Césaire,C.M.A.,28,2
Sa pa posib maché anfas van-an.,Il n’est pas possible de marcher en face du vent.,9,S. Restog,Lam.,28,6
"Anfen, madanm, mentnan, ou ka santi ou bien ?","Enfin, madame, maintenant, vous sentez que vous allez bien ?",14,G. Mauvois,M.M.,28,11
"Anfen-final, yo désidé fok chèché kongo.","En fin de compte, ils décidèrent qu’il fallait chercher Congo.",12,I. et H. Cadoré,Chouv.,28,15
"Anfet, éti ou yé adan listwè’w la ?","Au fait, où en es-tu de ton histoire ?",14,S. Beckett,J.B.,28,20
"A laj-mwen, man pé pa anfilé zédjui ankò.","A mon âge, je ne peux plus enfiler une aiguille.",8,,,28,24
"Annou, vini lanfitétat !","Allons, rendons-nous à la morgue !",13,. T. Léotin,L. E.,28,30
Gadé es tout sé étidian-an za rivé adan anfitéyat-la !,Regarde si tous les étudiants sont déjà arrivés dans l'amphithéâtre !,10,,,28,36
"Doktè-a di'y i ka bwè twop, sé poutji i ni an gwo anflamasion.","Le médecin lui a dit qu'il boit trop, c'est pourquoi il a une grosse inflammation.",13,,,28,41
Sa té ka anflé’y ayen menm.,Il en était agacé sans plus.,13,I. et H. Cadoré,Vln.,28,55
Menm jip-la anfonsé an labou-a.,Même la jeep s’est enfoncée dans la boue.,5,,,29,4
"Sa yo anfrenn, yo ki pasé bò sé masonn-an, ka masonnen yo ?","Qu'ont-ils enfreint, eux qui passèrent près des murés, les emmurant ?",18,E. Glissant,Léz.,29,8
Tout moun sav misié angajé dépi i té jenn tibray.,Tout le monde sait que ce type a passé un pacte avec le diable depuis  l’époque,10,,,29,16
Selman pou soutni papa-yo épi frè-yo ki té angajé adan kous chouval.,Dans le seul but de soutenir leur père et leur frère qui étaient engagés dans des courses,12,H. Bartéléry,T. A.,29,23
Nou té pè davwè madanm-li té angajé dépi lavey.,Nous avions peur car sa femme avait des difficultés à accoucher,9,,,29,35
Jou-a vié angajez-la pran lavol.,Le jour où la vieille sorcière s'est enfuie.,11,A. Jouanakaéra,Anth.,29,45
Man di kò-mwen sé dwétet tjek neg anglé la Donminik.,Je me suis dit qu'il s'agissait peut-être de quelque nègre anglais de la Dominique.,15,R. Confiant,K.Y,30,6
"Lè ou ka rivé lot bò-a, la Dominik, éti moun ka palé anglé, ou ké wè dé bel fi ka vini.","Quand vous arriverez de l’autre côté, à la Dominique, pays où l’on parle anglais,vous verrez deux belles filles approcher.",9,I. Césaire,C. N.J.,30,18
Matinik té anba jouk l'Anglitè.,La Martinique était sous le joug de l'Angleterre.,10,D. Boukman,Mig.,30,25
"An fwa i anglouti sa ki té an tas-la, Onoré paré kò'y pou désann.","Une fois englouti ce qu'il y avait dans la tasse, Honoré se prépara à descendre..",21,T. Léotin,L. E.,30,29
Dé janm-li té angoudi.,Ses deux jambes étaient engourdies.,10,F. Marbot,Bamb.,30,34
Sa té angwé'y.,Cela lui faisait une boule dans la gorge.,7,R. Confiant,K.Y.,30,48
I fouté si-telman mango an kò’y ki i té angwé.,Il a avalé tellement de mangues qu’il en était rassasié.,10,,,30,54
I té égri menm davwè pa menm « anhan » i réponn mwen.,Il était très fâché car il ne m’a même pas répondu « ouais »,13,,,30,58
Rektora anilé rézilta lekzanmen-a.,Le rectorat a annulé les résultats de l’examen.,4,,,30,63
Yo voyé anlo labou kont anilasion match-la.,Ils ont violemment protesté contre l’annulation du match.,7,,,30,68
Yen ki mové animatè ki ni anlè radio-lib tala.,Il n’y a que de mauvais animateurs sur cette radio-libre.,9,,,31,5
Pres tout sé pep afritjen-an té animis lè sé Ewopéyen-an débatjé.,Presque tous les peuples africains étaient animistes à l’arrivée des Européens.,11,,,31,9
"Epi jou ka pit pi wo jouké, pi anjouké.","Et des jours putrides, plus haut juchés, plus mis sous le joug.",13,Monchoachi,Mant.,31,15
Yo palé ankayaj bato Bénézwel  la anlè radio-a.,On a parlé de l’échouage du bateau vénézuélien à la radio.,9,,,31,22
Wélélé ki sòti toupatou vin ankayé bò lanmè-a.,Les clameurs de partout échouées sur le rivage.,12,Monchoachi,Nst.,31,32
Rézilta déziem anket-la key montré nou.,Le résultat de la deuxième enquête nous montrera.,9,H. Atine,A.S.D.,31,36
"Yo ankété, yo fè séyans mé Belzébit manti ba yo.","Ils ont enquêté, ils ont fait de la magie mais Belzébuth leur a menti.",17,N. Rosette,O. L.N.,31,41
Es ou sé lé ankò an gwo bonm fè-blan dlo ?,Voudrais-tu encore une grosse vasque en fer blanc pleine d'eau ?,16,G. Gratiant,F.K.Z.,31,51
Pa menm jwé mizik i pa té ka jwé mizik ankò pies.,Il ne jouait même plus du tout de la musique.,16,G-H.Léotin,M.L.,31,57
"Bay monté, bay monté ankò.","Monte, monte encore.",8,Monchoachi,Nst.,31,63
I pa ka ankourajé mwen.,Il ne m'encourage pas.,9,G. Mauvois,M.M.,31,67
Man ankré kò-mwen adan’y.,Je m’y suis ancré.,7,R. Confiant,M.F.,32,6
Lanmen'y tounen-viré anlè tré-a.,Ses mains tourbillonnèrent sur la table de jeu.,8,R. Confiant,K.Y.,32,14
"Sé moun-la té anlè, lè chantè-a paret.",Les gens étaient très excités à l’apparition du chanteur.,7,,,32,20
"Patwon, man anlinié yo tout bod lariviè-a.","Patron, je les ai tous alignés au bord de la rivière.",15,I. Césaire,C. N.J.,32,25
Ni anlo dot ka di yo konnet sa man sav dapré yo.,Il y en a beaucoup qui prétendent en savoir autant que moi.,18,T. Léotin,L.L.,32,30
"Man pa ka jwé, anman.","Je ne joue pas, maman.",11,R. Confiant,Maris.,32,35
Joj sé méyè anmandè nou ni an komin-la.,Georges est le meilleur réparateur de filet de notre commune.,8,,,32,40
Sé'w ki té ka anmasé lajan-an.,C'est toi qui ramassais l'argent.,11,R. Confiant,K.Y.,32,46
"Pou dayè, man sav ou anmasé anlo lajan épi zafè kok-la ou ka fè goumen an.","D'ailleurs, je sais que tu as amassé beaucoup d'argent grâce aux coqs de combat.",16,R. Confiant,K. Y.,32,53
Pa ni yon anmatè ki pa té pè'y.,Il n'y avait pas un aficionado qui n'avait pas peur de lui.,14,G. Mauvois,M. M.,32,60
Magré-si i pa té anmatè kok pies.,Bien qu’il ne fût pas amateur de combats de coqs.,13,R. Confiant,K. Y,32,67
"Atjèman, jenn manmay simié anmbègè pasé pen épi bè.","Aujourd’hui, les jeunes préfèrent le hamburger au pain beurré.",9,,,33,10
Péchè-a té égri davwè tout fil li té anmélé.,Le pêcheur était furieux parce que tous ses fils s’étaient emmêlés.,9,,,33,16
I té anmen'y anpil pas sé té an sè janti janti.,Il l'aimait beaucoup car c'était une sœur extrêmement gentille.,17,F. Kichenassamy,C. P. G.,33,20
Yo té an koumansman anménajman ek grandisman pò-a.,Ils débutaient l'aménagement et l'agrandissement du port.,14,H. Bartéléry,T. A.,33,27
I pa té ni pies kalté model anmewdasion.,Elle n’avait aucune sorte d’ennui grave.,16,R. Confiant,M. F.,33,31
I toujou té ni an ti manniè anmikal épi mwen.,Il s’est toujours montré amical avec moi.,10,,,33,44
Ek ou ké anmizé kò’w bien.,Et tu t’amuseras bien.,13,S. Restog,T.P.P.,33,62
Anmizi kabouwé lespwa koumansé vansé.,A mesure que la charrette de l’espoir commençait à avancer.,9,Monchoachi,K.L.,34,2
Moun ka kriyé anmwé.,Les gens appellent au secours.,6,Jala,A.T.K.P.,34,21
Anmwens an neg té vini fè zanma.,A moins que quelqu'un ne vienne ramasser des amarres.,12,R. Confiant,K.Y.,34,33
Fout chabin Man Jozet la annaks !,Comme la chabine de madame Josette est bien roulée !,7,,,34,49
Tjenbé’y séré an lanmen-zot annatandan.,Tenez la fermement dans vos mains en attendant.,10,G. Gratiant,F.C.,34,56
I maré'y anndan an pié mango.,l l'attacha autour d’un manguier.,11,E. C. Parsons,F.A.,34,66
"Chofè-a di : kanmarad, annou désann pousé'y.","Le chauffeur dit : Camarades, descendons la pousser.",11,S. Restog,T.P.P.,35,14
"Fwè, ou dwet ka annuyé kò'w !","Frère, tu dois t'ennuyer !",15,L. Hearn,T. F. B. C.,35,27
Ni anons o pliriel adan tout jounal man ka wè.,Il y a des annonces à n’en savoir que faire dans tous les journaux que je lis.,16,J. Florentiny,Dod.,35,31
Ni dé sin ka anonsé'w ki timanmay-la blésé.,Il y a des signes qui indiquent que l'enfant est blessé.,15,H. Atine,A.S.D.,35,35
Anpami tout malè papa-nou Edip kité ba nou.,Parmi tous les malheurs que notre père Oedipe nous a laissés.,15,G. Mauvois,Ant.,35,41
Ni kon an mémwè ki anparé fidji-yo.,Il y a comme une mémoire qui s'est emparée des visages.,12,Monchoachi,Mant.,35,47
Chak létensel lafoud-la pé dégajé 30. 000 anpè.,Chaque étincelle de foudre peut dégager 30. 000 ampères.,16,S. Restog,Lam.,35,51
"Jalou pa ka anpéché ayen, non.",La jalousie n'empêche rien.,11,G.Mauvois,M.M.,35,55
Man pa ka mandé'w anpil bagay ba Jéra.,Je ne te demande pas beaucoup pour Gérard.,13,R. Confiant,K.Y.,36,4
"A moman-tala, sé pwoblem anplasman-an ki pòtalan.","A ce moment-là, l'important c'est le problème de l'emplacement.",7,Gwoup Rasin Kas,L. K. T.,36,10
